id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
783955826594048803,Kommetjie Cottage,490955484,Marianna,,Ward 61,-34.13822,18.33849,Entire home/apt,1500,1,0,,,1,92,0,
784421574902534270,Beautiful Studio in Upper East Side Hotel,170055841,Muneer,,Ward 57,-33.93585,18.45744,Entire home/apt,1000,3,25,2024-12-19,1.03,39,165,8,
784489375999950860,"Central Green Point | Bright, Modern Apartment",22441562,Kim,,Ward 115,-33.9107598032994,18.41079434047546,Entire home/apt,2300,3,10,2024-11-30,0.44,1,118,4,
784596976935138246,Palm Paradise w/Mountain View & 300m from Sea,5533233,Virginie Marie Alix Olga,,Ward 54,-33.9146566,18.3927949,Entire home/apt,3257,2,20,2024-12-08,0.89,12,232,6,
784608652226785182,Modern City Getaway + Parking,189159760,Sabath,,Ward 115,-33.92609,18.41593,Entire home/apt,1126,2,43,2024-12-09,1.76,8,9,20,
785142767707924611,Apartment in Bloubergstrand,101948760,Elna,,Ward 107,-33.82556,18.47943,Entire home/apt,3279,2,16,2024-12-21,0.66,3,296,5,
785251615658620685,Spacious apartment with magnificent mountain view!,496709187,Karen,,Ward 115,-33.92204,18.42283,Entire home/apt,1950,3,10,2024-11-07,0.83,21,302,10,
785252139293547558,Charming 1-Bed Cottage Heaven for Digital Nomads,8721830,Dencel,,Ward 5,-33.86596,18.54298,Entire home/apt,1001,2,21,2024-12-13,0.94,20,357,10,
785286058318755687,"One Thibault, Spectacular Studio | No Loadshedding",82826095,Taro,,Ward 115,-33.91892027445505,18.423517520237734,Entire home/apt,1057,1,96,2024-12-21,3.91,2,224,53,
785328155693761040,Serene Noordhoek Home | Pool | Inverter | Views,4310681,Elmarie,,Ward 69,-34.0982,18.39007,Entire home/apt,11691,4,33,2024-10-25,1.37,22,240,18,
785380166286077792,Modern 1 bedroom apt in De Waterkant. Sleeps 3.,14736986,Derek,,Ward 115,-33.91354,18.41742,Entire home/apt,1946,2,44,2024-12-09,1.83,33,239,23,
785511345064880821,Rossana's Retreat,25121060,Lizane,,Ward 54,-33.91065,18.39378,Entire home/apt,2232,2,10,2024-11-10,0.42,5,290,8,
785719001681155747,Practically on the beach,28005651,Philippe,,Ward 74,-34.04635,18.34954,Entire home/apt,1850,3,10,2024-11-28,0.46,4,323,7,
785893091726602826,Eagles Nest - home in the clouds,48372411,Joanne,,Ward 77,-33.9275858,18.4005988,Entire home/apt,16940,3,4,2024-10-17,0.33,1,329,4,
778664204748347797,Villa Rottingdean,48644330,David,,Ward 54,-33.9651,18.37584,Entire home/apt,18000,4,1,2023-01-03,0.04,1,284,0,
778696947480779537,Lady Grey Fish Hoek Duplex Apartment,154035341,Mary,,Ward 64,-34.1305,18.41655,Entire home/apt,1000,2,0,,,2,258,0,
778741927259752803,Camps Bay Guest Suite with private pool.,149947981,Lynn,,Ward 54,-33.94938,18.38087,Entire home/apt,1943,2,50,2024-12-06,2.08,2,304,17,
778743519240075219,Beautiful Beachfront apartment,373368325,Mieshka,,Ward 100,-34.1616928,18.8668923,Entire home/apt,2235,2,4,2024-01-31,0.16,3,354,2,
778776122514280761,Oldfield House - Number 29,428779941,Werner,,Ward 54,-33.9131941,18.3951283,Entire home/apt,31295,3,36,2024-12-14,1.58,16,314,17,
778785092969737224,Immaculate Duplex in Parklands (Cape Town),371844282,Joelle,,Ward 107,-33.81066,18.50804,Entire home/apt,,2,6,2023-02-16,0.24,1,0,0,
778805363397374920,Casa Restio Mountain Views,128993624,Paola,,Ward 74,-34.0226535,18.3816844,Entire home/apt,1950,2,13,2024-04-19,0.53,1,298,5,
778810643145506347,Homely Accommodation,485700529,Luzanne,,Ward 61,-34.14244,18.32291,Entire home/apt,1800,2,22,2024-03-31,0.90,1,352,7,
778846046638047488,Bright & Modern Home with Pool and Stunning Views,44257611,Marco,,Ward 77,-33.93095361652249,18.40093713862306,Entire home/apt,10500,4,3,2024-01-03,0.12,1,47,1,
779387073067620734,Apartment in Cape Town - Hip Getaway in Woodstock,13407637,Greg,,Ward 115,-33.9284828,18.443504,Entire home/apt,1595,7,14,2024-11-09,0.61,10,260,6,
779418219441446610,3-Bedroom Family Home | Uninterrupted Power Supply,375100338,Murray,,Ward 58,-33.97919873588385,18.47813956439495,Entire home/apt,4457,4,24,2024-08-01,0.99,9,292,6,
779506582539835439,"Blue Gate @ Queen Vic, Claremont",491018320,Claire,,Ward 58,-33.98119,18.47974,Entire home/apt,4000,4,2,2024-03-31,0.08,1,129,1,
779548916774013934,25 bed house for large groups,477506993,Retha,,Ward 3,-33.89845,18.64661,Entire home/apt,3286,3,2,2023-01-02,0.08,1,53,0,
779608884878761560,Equestrian suite in renovated Cape Dutch house,430603911,Cherylee,,Ward 69,-34.0974863,18.3891017,Private room,1670,1,70,2024-12-26,2.86,2,297,40,
779651532308342532,Dolphin Beach Chique,12945822,Brett,,Ward 107,-33.83255,18.48191,Entire home/apt,2359,3,58,2024-12-10,2.46,22,166,31,
779656012991396234,Family home in Panorama,8365702,Cora-Mari,,Ward 1,-33.88018,18.56369,Entire home/apt,3357,3,1,2024-01-02,0.08,1,4,1,
779682090038545705,Colourful Studio Apartment,403603800,Hosted,,Ward 115,-33.91845,18.42298,Entire home/apt,1573,2,9,2023-04-10,0.39,35,359,0,
779689028698547231,Spacious home away from home,403213415,Musavengana,,Ward 104,-33.81706,18.52085,Entire home/apt,,1,1,2022-12-22,0.04,8,0,0,
779853922119019635,Your Home Away From Home,328434882,Jose,,Ward 115,-33.92688,18.44414,Entire home/apt,1550,2,5,2024-03-22,0.21,6,345,1,
779924451814699856,Stunning Sea Point Studio Apt: Pool & Ocean Escape,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,3376,1,9,2024-10-20,0.37,50,346,3,
779929722271957609,Trendy Sea Point Micro - Prime Location,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,2475,1,9,2024-12-25,0.39,50,310,1,
779931955345221485,Sea Point Micro Retreat - Rooftop Pool View,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,2565,1,13,2024-09-08,0.53,50,339,6,
779933937998035240,Stunning Sea Point Studio Apt: Pool & Ocean Escape,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,3376,1,12,2024-05-01,0.50,50,288,5,
779956531342237347,North facing room @ Glanhaven,158710101,Doris,,Ward 59,-33.9774609,18.461707,Private room,800,1,4,2023-04-16,0.16,6,348,0,
779967834587216424,Mountain facing room @ Glanhaven,158710101,Doris,,Ward 59,-33.97816,18.46261,Private room,600,3,3,2024-02-16,0.24,6,354,2,
779972531107506392,Pool facing room @Glanhaven,158710101,Doris,,Ward 59,-33.97789,18.46224,Private room,600,2,2,2023-01-06,0.08,6,358,0,
780000010882426939,"Cosy Cabin en-suite (1-2pax, monthly stay options)",451616182,Berlinda And Greg,,Ward 61,-34.15466,18.40355,Entire home/apt,850,1,9,2024-12-22,0.37,2,358,2,
780117881072046198,Modern villa with ocean views,17490942,Samuela,,Ward 54,-33.95525772614543,18.383628765081806,Entire home/apt,28000,7,0,,,3,55,0,
780125918920746213,Kia Ora,6111977,Frankie,,Ward 61,-34.139670440088295,18.328441673016368,Entire home/apt,,3,3,2024-01-19,0.14,35,218,1,
780141728373112300,House of Nuru,6111977,Frankie,,Ward 61,-34.13691,18.33524,Entire home/apt,,3,0,,,35,223,0,
780174282878415010,Elegant De Waterkant - 302 - Wunders,160404434,Clynton,,Ward 115,-33.91325,18.41926,Entire home/apt,,2,14,2023-07-31,0.58,1,0,0,
780199920247776097,Queen Julie Lodge,454088949,Queen Julie,,Ward 115,-33.91975,18.41974,Private room,,1,1,2023-10-16,0.07,5,0,0,
780231141498690265,The Garden Flat,384229795,Karen,,Ward 69,-34.09751182550333,18.357947465081786,Entire home/apt,2000,2,17,2024-12-21,0.70,1,20,7,
780232691180567026,Magical Holiday Home Walking Distance to the Beach,57218252,Nox,,Ward 54,-33.94736,18.37935,Entire home/apt,22531,4,22,2024-12-23,0.90,175,305,10,
780242012678798464,"9th floor views, couples dream- wifi-pool",487012580,Bianca,,Ward 115,-33.91856,18.42525,Entire home/apt,1620,3,49,2024-09-02,2.02,61,359,20,
780262390551242567,Spacious Penthouse Apartment Greenpoint Cape Town,52632625,Grant,,Ward 115,-33.9141147,18.4169839,Entire home/apt,4673,3,31,2024-11-16,1.25,5,324,11,
780269868118966659,Sky Views,491152919,Pholisa,,Ward 115,-33.92134,18.42574,Entire home/apt,1600,1,3,2023-11-22,0.20,3,362,0,
786775049335242287,Garden Cottage w/ Solar Power,372872228,Peter,,Ward 64,-34.10206467128441,18.47524739629518,Entire home/apt,800,2,15,2024-12-07,1.17,1,13,14,
786780540481227472,Double Volume Condo & Pool Deck,218745884,Jayson,,Ward 115,-33.912824,18.4183694,Entire home/apt,2124,2,56,2024-12-08,2.38,116,265,32,
786788373823833914,3 Bed Beachfront Paradise!,30471225,Colin,,Ward 85,-34.12404,18.83172,Entire home/apt,3636,3,55,2024-02-06,2.27,23,332,3,
786791038039845963,Modern two bedroom in Sea Point,78273127,Steven,,Ward 54,-33.92126,18.38056,Entire home/apt,5000,7,0,,,1,302,0,
786812235041244863,1Bed Condo with Views & Pooldeck,218745884,Jayson,,Ward 115,-33.91771,18.42152,Entire home/apt,2596,2,84,2024-12-15,3.54,116,283,40,
786817246758507301,Industrial Chic 1Bed Condo in Cape Town &  Views!,218745884,Jayson,,Ward 115,-33.9163931,18.4201649,Entire home/apt,2141,2,70,2024-12-14,2.90,116,278,40,
786935642268052923,Heart of CapeTown/DblBed/PrivateShower,492284507,Rio,,Ward 115,-33.92467,18.42205,Private room,1087,1,5,2023-11-10,0.22,11,364,0,
787013448071188329,One Bedroom with Mountain Views,478229987,Shaakira,,Ward 115,-33.9082766,18.4001936,Entire home/apt,2100,3,15,2024-11-22,0.75,2,314,10,
787103366321444770,Modern SILO Loft - Dockside V&A Waterfront,24743623,Katie,,Ward 115,-33.90885,18.42255,Entire home/apt,,60,2,2024-03-08,0.09,7,0,1,
787299150303256307,Lakeside Guesthouse,492345258,Zuzana,,Ward 64,-34.09005056126658,18.457619355819723,Entire home/apt,1000,2,21,2024-10-01,0.86,1,78,6,
787310092633985131,"Green Forest Hideaway, Sea Views, Walk to Beach",25122328,Esta-Marita,,Ward 54,-33.9475,18.38209,Entire home/apt,16615,4,42,2024-11-23,1.77,20,317,17,
787312412966782363,Modern Camps Bay Apartment,13729241,Martin & Katja,,Ward 54,-33.95837,18.38078,Entire home/apt,,3,27,2024-03-19,1.11,21,0,6,
787361340856408224,"City Oasis: 2P Retreat, Solar Powered - No outages",14409325,Igor,,Ward 57,-33.93353889999999,18.4510489,Entire home/apt,1165,2,3,2024-12-04,0.13,3,335,1,
787371366047315096,Mountain view flat with garage,138154596,Lauren,,Ward 64,-34.099516126924144,18.473544605076313,Entire home/apt,730,2,18,2024-12-05,0.74,3,326,7,
787390180932229326,Modern Studio With Stunning Views | Bree Street,492355476,Propr,,Ward 115,-33.91771,18.42152,Entire home/apt,2617,2,22,2024-07-26,0.94,1,246,8,
787438586058954684,Harbor views Marina Estate,40101017,Aep,,Ward 115,-33.90996040467184,18.419467944982927,Entire home/apt,20000,2,3,2023-04-27,0.13,10,86,0,
787467545152543781,Valley Road,490924429,Bram,,Ward 74,-34.02032,18.35751,Entire home/apt,7702,4,15,2024-12-11,0.65,1,107,5,
787472571253756093,Clean and modern 2 beds 1.5 bath,1952066,Rita,,Ward 115,-33.9099006,18.4015717,Entire home/apt,2800,3,25,2024-12-28,1.03,8,127,11,
787474193085417604,"Crossfire @ Home - G04, M05, Baker Square",88647379,Crossfire At,,Ward 109,-34.08973,18.81143,Entire home/apt,1300,1,0,,,15,35,0,
787477482202771616,B1 - Classic Double Room Shared Bathroom,339806059,Mari,,Ward 1,-33.88315,18.58684,Private room,,1,1,2023-10-05,0.07,6,158,0,
787477496637515900,B2 - King Room Shared Bathroom,339806059,Mari,,Ward 1,-33.88187,18.58644,Private room,850,1,0,,,6,158,0,
787477511957012002,A1 - Luxury Double Room,339806059,Mari,,Ward 1,-33.88187,18.58668,Private room,1250,1,0,,,6,163,0,
787477524872393019,A2 - Luxury King Room,339806059,Mari,,Ward 1,-33.88308,18.58787,Private room,,1,0,,,6,159,0,
787477538316046376,A3 - Luxury Premium Suite,339806059,Mari,,Ward 1,-33.88377,18.58688,Private room,,1,0,,,6,158,0,
787477551442170313,B3 - Standard King Room Shared Bathroom,339806059,Mari,,Ward 1,-33.88168,18.58706,Private room,,1,1,2023-03-08,0.05,6,158,0,
787488937628299890,Standard Penthouse Apartment,65747649,Eddie,,Ward 77,-33.93369,18.4198,Private room,,1,3,2023-03-31,0.13,6,0,0,
787488949077054471,Standard Double Room 5 on 16 Scott,65747649,Eddie,,Ward 115,-33.93222,18.41985,Private room,602,1,8,2024-12-18,0.36,6,120,6,
787488961083559980,Standard Double Room 10 on 16 Scott,65747649,Eddie,,Ward 115,-33.93395,18.41807,Private room,602,1,4,2024-12-27,0.69,6,241,4,
787629931079951307,West Beach Escape #House with Back Up Power & Pool,492396876,Tsitsi,,Ward 23,-33.80867,18.48034,Entire home/apt,4501,4,12,2024-03-06,0.50,1,172,2,
787651445014745165,Stylish and Captivating Family Home,247171935,Annie,,Ward 61,-34.19595109999999,18.4367153,Entire home/apt,3250,3,3,2024-01-15,0.12,10,244,1,
787667013249449126,Station House*Rooftop pool*OceanView*No Power Cuts,492404268,Mary,,Ward 54,-33.9191619,18.3871124,Entire home/apt,1237,30,13,2024-11-25,0.54,1,111,4,
787688349068596421,Blouberg Pearl,61768961,Burger,,Ward 107,-33.82508,18.47875,Entire home/apt,4829,2,13,2024-12-21,0.54,38,111,11,
787713718608768846,Amru B&B close to amenities,232952693,Ruth,,Ward 8,-33.8854113,18.6964552,Private room,950,1,0,,,2,360,0,
788026276623281051,Sekoto@South,43477605,Claudia,,Ward 64,-34.1061638,18.4700998,Private room,,1,13,2024-02-29,0.53,4,0,3,
788026975357936883,Exquisite separate room near Grand West Casino,492459798,Pumza,,Ward 30,-33.9202138,18.5556157,Private room,550,1,61,2024-05-23,2.54,1,54,21,
788036991253887888,Birch Cottage,18210268,Eugene,,Ward 61,-34.14274,18.32418,Entire home/apt,1313,3,38,2024-12-13,1.59,1,336,14,
788134873050161638,Stunning Table Mountain 2 Bed,445153162,Catherine,,Ward 77,-33.93654,18.40324,Entire home/apt,3850,2,20,2024-03-29,0.84,2,266,10,
788144571766926359,Kitesurfer's DreamWi-Fi+A/C+Pool,297572715,Candice,,Ward 23,-33.793781170878574,18.45807032023773,Entire home/apt,3414,3,47,2024-12-01,2.05,2,103,21,
788170291911901006,City Living at its Finest,492477894,Propr,,Ward 115,-33.91771,18.42152,Entire home/apt,2098,2,21,2024-08-04,0.87,3,324,8,
788187387354116435,"East City Designer Oasis, in the heart of the CBD",261535066,Bianca,,Ward 115,-33.92775,18.42263,Entire home/apt,1080,2,56,2024-11-02,2.29,23,334,25,
788198726708787316,Luxury Knightsbridge Penthouse | Inverter & View,492481427,Propr,,Ward 55,-33.8902069,18.5110552,Entire home/apt,7141,3,30,2024-09-29,1.24,1,314,9,
788245832493712170,1BR Deluxe | Casa on Bantry by Totalstay,27980864,Totalstay,,Ward 54,-33.9249,18.37881,Entire home/apt,5571,1,11,2024-02-17,0.46,67,14,1,
788252077670090961,Alpha One 501 Magnificent Views No Load Shedding,86459488,Helen,,Ward 54,-33.9126482,18.3973072,Entire home/apt,11099,4,25,2024-10-28,1.09,37,275,14,
788257039284613313,Little Greece - Self Catering,50877884,Dirk And Marissa,,Ward 70,-33.8660154,18.6157303,Private room,,1,2,2023-09-08,0.10,2,0,0,
788261752969616488,"Family friendly, self-catering",492492428,Felicity,,Ward 60,-33.99353,18.49838,Entire home/apt,1500,2,12,2024-04-15,0.49,1,357,6,1916
788264491133554518,27 Fountain Square Apartment,65324224,Melanie,,Ward 84,-34.082377,18.85053,Entire home/apt,1100,7,7,2024-05-12,0.29,1,54,4,
788315892486411560,3 Bedroom Luxury Penthouse (No Load Shedding),7122851,Margot,,Ward 115,-33.91501,18.4193,Entire home/apt,11843,2,13,2024-10-21,0.54,17,84,7,
788329459423517077,Spacious & Central Townhouse with Mountain View,53419956,Janina,,Ward 115,-33.93117,18.41597,Entire home/apt,,2,13,2024-03-11,0.53,30,0,2,
788463316278519871,2 Bedroom Beachfront Apartment,24809791,Soraya,,Ward 115,-33.90567008193059,18.398660011589527,Entire home/apt,,2,5,2024-03-13,0.21,8,0,4,
788873355891910247,Lodge on 91,492581231,Denis,,Ward 55,-33.91227,18.48324,Private room,521,1,1,2023-02-06,0.04,1,360,0,
788907078999322124,Camp’s Bay Family Home,8786920,Alexander Florian,,Ward 54,-33.95648,18.37928,Entire home/apt,9555,5,2,2024-12-28,0.17,1,28,2,
788933949033214509,FourM@WoodDrive,309256869,Monica,,Ward 113,-33.8217526,18.5089249,Entire home/apt,1000,2,3,2023-03-14,0.12,1,27,0,
788945482412269464,A Privately-Managed One Bedroom Apartment,492590462,Masi,,Ward 115,-33.9174152,18.4271944,Entire home/apt,1386,2,21,2024-12-05,0.91,1,331,10,
789096460040839784,The Little Loft,492615060,Edward,,Ward 4,-33.85667,18.50481,Entire home/apt,929,2,14,2024-12-12,0.58,1,148,8,
789505634850555623,2 bedroom apartment+beautiful garden+ small pool,8611906,Alexandra,,Ward 74,-34.03605,18.36027,Entire home/apt,3450,1,4,2023-12-16,0.17,8,164,0,
789510446216499933,Best place ever-cozy apartment with a view,8611906,Alexandra,,Ward 74,-34.035,18.35992,Entire home/apt,2300,1,5,2023-12-22,0.22,8,164,0,
789524920241381167,Brand New Seapoint Apartment,447507612,Jonathan,,Ward 54,-33.9103,18.39121,Entire home/apt,2290,2,28,2024-12-09,1.24,43,357,5,
789529413681787060,"Rustic Oasis
Peace And Tranquil",492665575,Vanessa,,Ward 105,-33.81942,18.64782,Private room,,3,0,,,2,363,0,
789677833471822304,"City Oasis: 4P Retreat, Solar Powered - No outages",14409325,Igor,,Ward 57,-33.9324,18.45072,Entire home/apt,1560,3,7,2024-12-22,0.30,3,343,5,
789771972071961905,Art Deco Apartment,442174307,Biljana,,Ward 64,-34.11484,18.46098,Entire home/apt,2000,3,6,2024-01-12,0.25,2,356,2,
790115552763521952,"Melkbosstrand, 
houseshare",71249498,JoeAnne,,Ward 23,-33.7354089,18.4407027,Private room,612,1,0,,,2,360,0,
790169466828781521,Six On N Micro - Backup WiFi & Prime Spot,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,2515,1,6,2024-03-30,0.27,50,315,2,
785895529035693742,Incredible Penthouse w/city + Mountain Views (Bell,57218252,Nox,,Ward 54,-33.92255,18.3833,Entire home/apt,14281,1,11,2024-12-04,0.45,175,253,5,
785905066965400623,Single Self Catering Room 3,448870409,Natalie,,Ward 48,-33.9756791,18.5149884,Entire home/apt,320,1,8,2023-04-16,0.33,4,330,0,
785918103975085661,Desire - 3104 - 16 On Bree,57824617,Marius,,Ward 115,-33.91851,18.42229,Entire home/apt,1610,1,36,2024-12-24,1.53,74,321,14,
785921033585581850,Single Self Catering Room 4,448870409,Natalie,,Ward 48,-33.97676,18.5156,Private room,300,1,41,2024-06-29,1.69,4,210,24,
785944044339258568,1 Bed out of 2 Bedroom Apartment - S,487721959,Refiloe,,Ward 57,-33.94233,18.47597,Private room,430,3,4,2024-09-29,0.47,1,87,4,
785946337281640539,Unique Deluxe Double Room in Hill Road,491406090,Neighbourgood,,Ward 115,-33.908672,18.4020823,Private room,2603,1,46,2024-03-10,1.93,49,316,9,
785948457593992202,Lush Garden Room with balcony near Stadium,491406090,Neighbourgood,,Ward 115,-33.9095639,18.4029864,Private room,2205,1,31,2024-12-10,2.11,49,278,25,
785962814153460759,Quaint One Bedroom In Sea Point,225513108,Lee,,Ward 54,-33.9221195,18.3819588,Entire home/apt,,3,0,,,1,0,0,
785999475298967148,Explore Greenpoint with friends! Near Stadium,491406090,Neighbourgood,,Ward 115,-33.91001,18.40339,Private room,,1,31,2024-12-03,2.16,49,287,27,
786002438191155209,Couples' hide away Greenpoint -Close to Waterfront,491406090,Neighbourgood,,Ward 115,-33.9095639,18.4029864,Private room,1625,1,3,2023-12-20,0.23,49,282,0,
786069571604091805,The Cedar Unit 204,3961453,Host Agents,,Ward 77,-33.93638,18.40142,Entire home/apt,2770,1,10,2024-11-11,0.41,99,334,5,
786094510305747026,Oak Self Catering Cottage,56464395,Emily,,Ward 62,-33.9980883,18.4563747,Entire home/apt,1214,1,13,2024-04-13,0.54,2,203,4,
786103322024727699,Palace Hill Apartment,10505478,Thomas,,Ward 61,-34.18751,18.42523,Entire home/apt,2229,2,13,2024-02-19,0.54,13,42,2,
786135825906915488,Charming One Bedroom With Mountain Views!,488876497,Perch Stays,,Ward 54,-33.9185815,18.3868487,Entire home/apt,,1,24,2024-03-05,1.02,9,0,3,
786138895880362389,Vibrant Living in the Heart of Sea Point (Apt 307),51485947,Ellen,,Ward 54,-33.92268,18.38083,Entire home/apt,2547,2,13,2024-12-27,0.93,32,266,10,
786146455180828094,Fore shore place Cape Town,491152919,Pholisa,,Ward 115,-33.92086,18.42525,Entire home/apt,1850,1,2,2024-11-13,0.16,3,361,2,
786149381461477620,Cape Town Sunsets,492144703,Raniesha,,Ward 55,-33.8914551,18.4845247,Entire home/apt,,2,1,2023-01-02,0.04,1,0,0,
786149675378817599,Vibrant Living in the Heart of Sea Point (Apt507),51485947,Ellen,,Ward 54,-33.92268,18.38083,Entire home/apt,2610,2,17,2024-12-20,0.70,32,276,6,
786153227496549796,"Sunny, bright, modern heart of Lions Head slopes",487012580,Bianca,,Ward 54,-33.92285,18.37999,Entire home/apt,4375,2,0,,,61,0,0,
786284322403229787,Kaag at Sea,492173645,Cornelis,,Ward 69,-34.1219747,18.3964264,Entire home/apt,,3,3,2023-12-20,0.13,1,0,0,
786572619790406179,Sea Point Studio Apt: Pool & Ocean Escape,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,3376,1,9,2024-08-01,0.37,50,338,3,
786623896356245053,Six On N Micro Dream - Pool & Promenade,488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,2618,1,14,2024-09-05,0.58,50,340,4,
786632216182013741,"Stylish 2BR Retreat - Beach, Pool & WiFi Access",488733978,Jacques,,Ward 54,-33.9110451,18.3922732,Entire home/apt,6028,2,17,2024-08-25,0.71,50,340,8,
786639000765824751,Garden View Inn,492231616,Lance/Natasha,,Ward 21,-33.8585211,18.6486676,Entire home/apt,1850,2,0,,,2,364,0,
786670632235138541,Vibrant Living in the Heart of Sea Point (Apt 607),51485947,Ellen,,Ward 54,-33.92268,18.38083,Entire home/apt,2610,2,17,2024-12-18,0.77,32,266,11,
786678435957270535,Vibrant living in the Heart of Sea Point (Apt 602),51485947,Ellen,,Ward 54,-33.92268,18.38083,Entire home/apt,5130,2,25,2024-12-04,1.04,32,248,12,
796173849469431904,Lyndhurst - Sea Point,492016893,Michael,,Ward 54,-33.9126895,18.389658,Entire home/apt,2106,3,5,2024-03-11,0.23,2,12,3,
796209610887569279,Olive Tree Entire House,11683988,Ozlem,,Ward 54,-33.9189099,18.39216,Entire home/apt,4100,5,6,2024-08-30,0.26,1,326,3,
796266507825946986,Stunning seaviews,490536499,Cheri-Lee,,Ward 107,-33.81834,18.48591,Entire home/apt,3000,5,0,,,29,360,0,
796313973296524710,(* RondeboschEast Halaal Aircon&Wifi cottage,317453736,Mohammed,,Ward 60,-33.96659,18.49785,Entire home/apt,799,2,5,2023-12-25,0.21,4,354,0,
796729295881811295,Hidden Gem in Bantry Bay.,488937759,Lee,,Ward 54,-33.92368,18.37887,Entire home/apt,,30,0,,,3,363,0,
796789601576484495,Precious Villa,173693303,Thulie,,Ward 107,-33.79726,18.5064131,Entire home/apt,4446,2,44,2024-12-08,1.86,3,76,27,
796790370318810825,"Family beach house, pool, spectacular views",52845909,Nicki,,Ward 61,-34.197453430662655,18.447528104229733,Entire home/apt,3000,5,1,2024-01-05,0.08,1,330,1,
796818289549207206,1BR STD | Newlands Peak Aparthotel by Totalstay,27980864,Totalstay,,Ward 59,-33.97612700000001,18.4662511,Entire home/apt,3238,1,11,2024-03-27,0.46,67,262,2,
796824594152972805,Magnificent Ocean Views and Car Rentals,154405234,Mary-Ann,,Ward 23,-33.81490611987142,18.474175930023193,Entire home/apt,,3,50,2024-12-01,2.12,4,208,29,2013/095827/07
796845550978496767,Blouberg Beach Private Garden Simplex,154152698,Lisa,,Ward 107,-33.81946,18.48443,Entire home/apt,1234,2,19,2024-12-16,0.79,1,297,7,
796854673865655004,1 BR SUP | Newlands Peak Aparthotel by Totalstay,27980864,Totalstay,,Ward 59,-33.97612700000001,18.4662511,Entire home/apt,3413,1,7,2024-11-04,0.30,67,28,2,
796863525201955622,Mountain View 3,52016455,Monika,,Ward 64,-34.0857787,18.4755019,Private room,850,1,4,2024-02-13,0.17,3,339,2,
796924497618630782,Luxe top floor apartment,356361796,Wakithi,,Ward 115,-33.9281721,18.442715,Entire home/apt,1636,2,34,2024-12-08,1.48,1,10,21,
796927540716415677,Eucalyptus Cottage,494250938,The Clark Collection,,Ward 102,-33.86048,18.68137,Entire home/apt,,2,8,2024-07-08,0.34,1,268,2,
796927913416945765,2BR | Newlands Peak Aparthotel by Totalstay,27980864,Totalstay,,Ward 59,-33.97612700000001,18.4662511,Entire home/apt,3944,1,9,2024-04-04,0.38,67,235,3,
796929459799046133,Family Friendly Apartment with Majestic Views,494256941,Propr,,Ward 77,-33.9279774,18.4096623,Entire home/apt,3133,3,25,2024-11-25,1.06,1,275,10,
796982219920722224,Empire Surf and Sun Retreat,254031846,Sam,,Ward 64,-34.108162113331694,18.470002618574505,Entire home/apt,3150,5,22,2024-10-04,0.92,1,349,11,
797002051366132212,Cozy Room close to UCT,387737773,Jola Njati,,Ward 57,-33.95514316067726,18.472473062574863,Private room,,1,1,2023-01-08,0.04,1,0,0,
797031863184180289,Cape Town City Centre. Central.,488937759,Lee,,Ward 115,-33.9203227,18.4241834,Entire home/apt,1850,1,0,,,3,365,0,
797040792340727711,Peaceful Pinelands: Minutes to Medical Hubs,22445671,Richard,,Ward 53,-33.94254,18.4931,Entire home/apt,810,2,25,2024-12-05,1.18,1,254,11,
797397684343698117,the garden hideaway,167490225,Louise,,Ward 70,-33.87673,18.62015,Entire home/apt,800,2,76,2024-12-20,3.36,1,292,47,
797561551645359840,"Lush green grounds, sun, promenade-secure, central",487012580,Bianca,,Ward 115,-33.90742,18.40849,Entire home/apt,1965,2,29,2024-12-13,1.34,61,357,19,
797564314627416683,"Self-Catering 2 Bed, 1 Bath Apartment In Cape Town",450644948,Nishal,,Ward 53,-33.92257,18.52195,Entire home/apt,1429,1,0,,,2,171,0,0658362978
797571310406212836,Exquisite Modern Camps Bay Villa (Hove Villa),57218252,Nox,,Ward 54,-33.9608946,18.3774658,Entire home/apt,31107,4,7,2024-12-15,0.30,175,327,2,
797591545104966538,Private Guest Room With Own Seperate Entrance,494428461,Filicia,,Ward 53,-33.9368229,18.4999775,Private room,510,1,65,2024-09-24,2.88,1,353,11,
797602612085644349,Forest Lodge,493589125,Yusuf,,Ward 14,-33.9956641,18.7319055,Private room,900,1,0,,,1,365,0,
797640969991717021,Studio Cottage,71975805,Anna Monique,,Ward 60,-33.95628,18.49919,Entire home/apt,690,3,8,2024-12-18,0.34,1,312,4,
797665978141787475,Beach | Mountain | Sunset views,347744314,Duan Karl,,Ward 23,-33.81705,18.47551,Entire home/apt,2950,2,35,2024-12-02,1.49,1,132,18,
